CommunicationID,ClientID,DateSent,Channel,CampaignName
15339,5968,2023-09-24,Mail,Promotional Offer
15340,6524,2025-05-16,Phone,Promotional Offer
15341,5686,2024-03-10,Phone,Reactivation Campaign
15342,3215,2024-07-19,Phone,Promotional Offer
15343,9760,2024-01-29,Email,Quarterly Newsletter
15344,4414,2025-04-25,Mail,Promotional Offer
15345,717,2025-01-04,Email,Promotional Offer
15346,4799,2025-03-14,Email,Promotional Offer
15347,7791,2024-12-19,Phone,Quarterly Newsletter
15348,1687,2024-12-22,Mail,Welcome Campaign
15349,3053,2024-10-31,Mail,Promotional Offer
15350,8617,2025-03-20,Mail,Reactivation Campaign
15351,9245,2024-05-08,Email,Promotional Offer
15352,375,2024-11-22,Email,Quarterly Newsletter
15353,3536,2024-08-31,Mail,Promotional Offer
15354,4875,2023-09-29,Email,Reactivation Campaign
15355,564,2024-04-16,Mail,Quarterly Newsletter
15356,8606,2023-08-24,Email,Promotional Offer
15357,1872,2024-07-12,Mail,Quarterly Newsletter
15358,1816,2025-03-30,Email,Reactivation Campaign
15359,8025,2024-01-30,Email,Quarterly Newsletter
15360,1172,2023-11-24,Mail,Promotional Offer
15361,3775,2024-12-09,Phone,Reactivation Campaign
15362,3172,2024-04-01,Phone,Quarterly Newsletter
15363,90,2024-10-29,Mail,Welcome Campaign
15364,2357,2024-09-13,Phone,Reactivation Campaign
15365,514,2023-11-20,Phone,Promotional Offer
15366,4085,2024-08-13,Mail,Promotional Offer
15367,2637,2023-11-02,Mail,Reactivation Campaign
15368,3649,2024-09-28,Mail,Reactivation Campaign
15369,1507,2024-03-26,Email,Reactivation Campaign
15370,2198,2024-12-08,Email,Promotional Offer
15371,9965,2024-11-02,Phone,Quarterly Newsletter
15372,3736,2023-09-08,Phone,Welcome Campaign
15373,9393,2024-12-09,Phone,Welcome Campaign
15374,6828,2025-06-17,Phone,Reactivation Campaign
15375,7062,2024-05-07,Email,Quarterly Newsletter
15376,7010,2024-10-24,Phone,Promotional Offer
15377,4590,2023-09-11,Mail,Welcome Campaign
15378,4408,2025-03-19,Email,Quarterly Newsletter
15379,2903,2024-02-10,Mail,Welcome Campaign
15380,8381,2025-04-10,Mail,Promotional Offer
15381,8208,2025-02-20,Email,Quarterly Newsletter
15382,2953,2024-05-25,Mail,Promotional Offer
15383,2628,2023-10-10,Mail,Welcome Campaign
15384,3466,2024-12-13,Email,Quarterly Newsletter
15385,2083,2023-10-16,Mail,Reactivation Campaign
15386,9662,2023-08-13,Email,Welcome Campaign
15387,6168,2025-01-09,Email,Reactivation Campaign
15388,8944,2025-01-29,Phone,Welcome Campaign
15389,4439,2025-02-01,Mail,Promotional Offer
15390,6917,2024-12-25,Phone,Reactivation Campaign
15391,8036,2024-10-12,Mail,Promotional Offer
15392,3001,2024-09-08,Phone,Quarterly Newsletter
15393,3994,2025-03-25,Mail,Quarterly Newsletter
15394,8329,2024-09-13,Email,Reactivation Campaign
15395,8235,2023-08-22,Phone,Welcome Campaign
15396,7894,2024-11-01,Phone,Promotional Offer
15397,2212,2025-07-02,Phone,Reactivation Campaign
15398,8094,2024-01-29,Mail,Quarterly Newsletter
15399,8223,2024-06-23,Email,Reactivation Campaign
15400,4700,2025-02-14,Mail,Welcome Campaign
15401,3105,2025-02-08,Phone,Promotional Offer
15402,159,2024-09-20,Email,Quarterly Newsletter
15403,5639,2024-08-30,Email,Promotional Offer
15404,4673,2024-07-20,Email,Welcome Campaign
15405,3117,2023-11-08,Email,Reactivation Campaign
15406,3811,2024-07-30,Email,Reactivation Campaign
15407,3152,2024-06-04,Mail,Promotional Offer
15408,5905,2023-12-27,Phone,Reactivation Campaign
15409,7859,2023-08-02,Mail,Promotional Offer
15410,9542,2025-07-02,Mail,Welcome Campaign
15411,5093,2024-07-25,Email,Welcome Campaign
15412,1615,2024-01-04,Phone,Promotional Offer
15413,7171,2025-05-15,Email,Quarterly Newsletter
15414,7707,2023-10-01,Phone,Quarterly Newsletter
15415,2181,2024-08-18,Email,Promotional Offer
15416,1375,2025-04-26,Phone,Reactivation Campaign
15417,4985,2024-01-29,Email,Reactivation Campaign
15418,2547,2024-07-12,Email,Quarterly Newsletter
15419,656,2024-05-13,Phone,Reactivation Campaign
15420,6891,2023-11-13,Phone,Welcome Campaign
15421,2849,2023-10-25,Mail,Promotional Offer
15422,6484,2023-09-14,Mail,Reactivation Campaign
15423,1139,2023-08-22,Mail,Welcome Campaign
15424,8639,2023-12-05,Email,Promotional Offer
15425,4017,2023-10-01,Phone,Quarterly Newsletter
15426,3043,2023-08-20,Mail,Welcome Campaign
15427,8792,2023-10-30,Email,Quarterly Newsletter
15428,2695,2025-02-02,Email,Promotional Offer
15429,3635,2024-07-03,Mail,Promotional Offer
15430,4131,2023-09-09,Email,Promotional Offer
15431,6727,2024-10-21,Email,Reactivation Campaign
15432,4408,2024-07-19,Mail,Promotional Offer
15433,320,2023-08-06,Phone,Quarterly Newsletter
15434,4442,2025-07-02,Mail,Quarterly Newsletter
15435,5871,2024-11-17,Mail,Welcome Campaign
15436,8743,2024-03-12,Email,Welcome Campaign
15437,2703,2025-03-13,Phone,Quarterly Newsletter
15438,6419,2025-05-23,Mail,Welcome Campaign
15439,1863,2025-01-05,Phone,Quarterly Newsletter
15440,3533,2024-09-14,Phone,Quarterly Newsletter
15441,5626,2023-08-14,Email,Promotional Offer
15442,9080,2024-08-13,Phone,Promotional Offer
15443,4744,2023-08-31,Phone,Reactivation Campaign
15444,4235,2024-01-22,Email,Quarterly Newsletter
15445,8253,2024-03-27,Phone,Reactivation Campaign
15446,4614,2023-12-29,Email,Promotional Offer
15447,8980,2024-08-09,Mail,Promotional Offer
15448,5493,2023-11-26,Mail,Reactivation Campaign
15449,5611,2024-03-31,Mail,Promotional Offer
15450,9286,2024-05-08,Email,Quarterly Newsletter
15451,1196,2025-05-04,Email,Promotional Offer
15452,6715,2024-02-29,Email,Welcome Campaign
15453,5642,2023-12-11,Mail,Reactivation Campaign
15454,8627,2024-12-23,Phone,Reactivation Campaign
15455,7840,2023-11-16,Email,Reactivation Campaign
15456,7024,2024-09-23,Mail,Promotional Offer
15457,74,2024-04-05,Phone,Quarterly Newsletter
15458,2700,2023-08-03,Phone,Quarterly Newsletter
15459,8130,2024-04-28,Phone,Quarterly Newsletter
15460,901,2023-08-20,Mail,Quarterly Newsletter
15461,4450,2024-05-07,Email,Reactivation Campaign
15462,630,2024-10-26,Mail,Reactivation Campaign
15463,4710,2024-05-24,Mail,Promotional Offer
15464,3170,2023-10-21,Email,Reactivation Campaign
15465,8554,2025-06-04,Mail,Quarterly Newsletter
15466,9578,2024-11-05,Email,Welcome Campaign
15467,8440,2025-05-29,Email,Welcome Campaign
15468,8719,2025-01-08,Phone,Welcome Campaign
15469,2086,2025-04-05,Phone,Quarterly Newsletter
15470,4195,2025-06-18,Phone,Welcome Campaign
15471,3976,2025-05-11,Phone,Reactivation Campaign
15472,5286,2025-04-07,Phone,Reactivation Campaign
15473,2219,2025-03-06,Mail,Promotional Offer
15474,9836,2024-12-16,Email,Welcome Campaign
15475,4291,2024-07-12,Phone,Quarterly Newsletter
15476,4943,2024-10-21,Email,Quarterly Newsletter
15477,9252,2023-12-05,Email,Reactivation Campaign
15478,8150,2024-04-25,Mail,Welcome Campaign
15479,9825,2025-04-24,Email,Reactivation Campaign
15480,7917,2024-09-16,Phone,Quarterly Newsletter
15481,6557,2024-09-19,Email,Promotional Offer
15482,1891,2024-07-25,Email,Welcome Campaign
15483,7129,2024-01-30,Phone,Promotional Offer
15484,5916,2024-05-28,Mail,Promotional Offer
15485,2225,2024-07-31,Email,Welcome Campaign
15486,8305,2024-01-04,Phone,Quarterly Newsletter
15487,4632,2025-07-13,Email,Quarterly Newsletter
15488,4784,2025-03-15,Mail,Quarterly Newsletter
15489,686,2025-04-21,Email,Reactivation Campaign
15490,2977,2025-01-07,Phone,Promotional Offer
15491,8585,2024-06-14,Phone,Welcome Campaign
15492,2565,2024-01-26,Phone,Quarterly Newsletter
15493,7994,2023-10-31,Phone,Welcome Campaign
15494,3281,2023-08-25,Email,Reactivation Campaign
15495,4239,2025-05-14,Mail,Welcome Campaign
15496,2344,2024-07-01,Phone,Quarterly Newsletter
15497,4526,2025-07-28,Phone,Welcome Campaign
15498,1177,2025-07-20,Email,Welcome Campaign
15499,2972,2024-02-19,Email,Quarterly Newsletter
15500,6109,2023-11-10,Phone,Welcome Campaign
15501,684,2024-09-27,Phone,Reactivation Campaign
15502,3134,2023-08-05,Phone,Quarterly Newsletter
15503,9657,2025-03-31,Email,Quarterly Newsletter
15504,4597,2023-08-21,Mail,Welcome Campaign
15505,9665,2024-01-15,Phone,Reactivation Campaign
15506,9120,2024-01-31,Email,Welcome Campaign
15507,4341,2024-05-31,Email,Reactivation Campaign
15508,4124,2024-01-30,Email,Reactivation Campaign
15509,8242,2023-10-16,Mail,Promotional Offer
15510,5182,2023-08-04,Mail,Welcome Campaign
15511,2249,2024-03-16,Email,Quarterly Newsletter
15512,3212,2023-11-23,Email,Welcome Campaign
15513,9433,2024-01-23,Email,Reactivation Campaign
15514,5392,2024-05-15,Phone,Quarterly Newsletter
15515,767,2025-01-12,Mail,Quarterly Newsletter
15516,1388,2024-02-13,Mail,Reactivation Campaign
15517,5897,2023-07-30,Email,Quarterly Newsletter
15518,7659,2023-08-11,Mail,Promotional Offer
15519,2239,2024-01-03,Email,Welcome Campaign
15520,2951,2024-12-26,Phone,Quarterly Newsletter
15521,3482,2025-02-05,Mail,Reactivation Campaign
15522,5122,2025-07-07,Phone,Promotional Offer
15523,4763,2024-07-07,Email,Reactivation Campaign
15524,2303,2024-07-01,Mail,Welcome Campaign
15525,4730,2024-11-04,Mail,Quarterly Newsletter
15526,3325,2024-04-14,Mail,Reactivation Campaign
15527,2466,2024-12-11,Email,Quarterly Newsletter
15528,9140,2025-01-14,Email,Promotional Offer
15529,4345,2024-09-18,Email,Reactivation Campaign
15530,4356,2024-09-25,Email,Promotional Offer
15531,54,2025-06-26,Phone,Promotional Offer
15532,2849,2023-09-26,Phone,Promotional Offer
15533,978,2024-11-24,Phone,Quarterly Newsletter
15534,1387,2025-06-04,Phone,Quarterly Newsletter
15535,7524,2025-02-28,Phone,Welcome Campaign
15536,806,2025-03-22,Mail,Reactivation Campaign
15537,109,2024-12-13,Mail,Quarterly Newsletter
15538,6275,2024-08-04,Mail,Quarterly Newsletter
15539,7981,2025-05-08,Mail,Reactivation Campaign
15540,6025,2024-08-20,Email,Quarterly Newsletter
15541,6061,2023-09-21,Phone,Quarterly Newsletter
15542,4925,2024-07-01,Phone,Promotional Offer
15543,6715,2025-05-12,Mail,Welcome Campaign
15544,9677,2024-12-28,Phone,Welcome Campaign
15545,1085,2024-02-28,Email,Welcome Campaign
15546,1737,2024-07-06,Email,Promotional Offer
15547,4815,2024-09-11,Phone,Promotional Offer
15548,9387,2024-01-03,Phone,Welcome Campaign
15549,4663,2024-11-07,Email,Promotional Offer
15550,648,2024-10-15,Email,Quarterly Newsletter
15551,1264,2025-03-10,Email,Reactivation Campaign
15552,9770,2023-10-02,Email,Welcome Campaign
15553,7189,2025-06-16,Mail,Quarterly Newsletter
15554,3136,2024-03-08,Email,Promotional Offer
15555,1286,2024-08-06,Email,Reactivation Campaign
15556,6074,2025-02-16,Mail,Welcome Campaign
15557,216,2024-09-03,Mail,Welcome Campaign
15558,7465,2024-03-05,Phone,Quarterly Newsletter
15559,9633,2023-10-06,Email,Welcome Campaign
15560,2518,2024-05-22,Mail,Promotional Offer
15561,3797,2025-07-25,Email,Quarterly Newsletter
15562,4899,2023-10-11,Phone,Quarterly Newsletter
15563,9286,2024-02-20,Email,Reactivation Campaign
15564,8987,2024-07-06,Phone,Quarterly Newsletter
15565,8573,2025-05-26,Phone,Welcome Campaign
15566,2720,2023-12-26,Phone,Promotional Offer
15567,5761,2025-05-13,Phone,Promotional Offer
15568,1021,2023-10-10,Mail,Reactivation Campaign
15569,9990,2024-01-11,Mail,Welcome Campaign
15570,2127,2024-01-18,Mail,Promotional Offer
15571,601,2025-06-12,Phone,Quarterly Newsletter
15572,4821,2023-09-30,Email,Promotional Offer
15573,1311,2023-12-14,Mail,Reactivation Campaign
15574,5134,2025-04-18,Mail,Promotional Offer
15575,9565,2024-05-07,Email,Quarterly Newsletter
15576,490,2023-08-24,Mail,Promotional Offer
15577,7774,2024-01-04,Mail,Promotional Offer
15578,3212,2025-02-06,Email,Reactivation Campaign
15579,497,2024-06-24,Phone,Welcome Campaign
15580,1941,2025-04-28,Mail,Promotional Offer
15581,6443,2024-10-09,Phone,Reactivation Campaign
15582,6146,2024-03-27,Email,Reactivation Campaign
15583,472,2024-05-31,Phone,Promotional Offer
15584,2732,2025-02-09,Phone,Quarterly Newsletter
15585,7301,2024-09-06,Phone,Promotional Offer
15586,2971,2024-06-29,Email,Promotional Offer
15587,6932,2025-01-19,Phone,Reactivation Campaign
15588,6219,2024-11-26,Email,Promotional Offer
15589,1612,2024-11-21,Phone,Welcome Campaign
15590,9386,2025-03-21,Mail,Reactivation Campaign
15591,3135,2024-04-11,Phone,Welcome Campaign
15592,1143,2024-07-21,Phone,Promotional Offer
15593,4935,2025-03-01,Email,Welcome Campaign
15594,5671,2024-10-03,Phone,Welcome Campaign
15595,8055,2024-07-14,Mail,Reactivation Campaign
15596,2543,2023-11-08,Phone,Quarterly Newsletter
15597,3391,2023-09-07,Email,Promotional Offer
15598,8840,2023-09-16,Phone,Quarterly Newsletter
15599,2698,2024-02-21,Mail,Quarterly Newsletter
15600,8242,2024-04-22,Email,Promotional Offer
15601,8629,2023-10-12,Phone,Welcome Campaign
15602,5945,2025-05-14,Mail,Reactivation Campaign
15603,264,2025-03-08,Mail,Reactivation Campaign
15604,7625,2024-01-02,Mail,Quarterly Newsletter
15605,4154,2024-05-29,Mail,Reactivation Campaign
15606,4340,2024-01-03,Phone,Promotional Offer
15607,5109,2025-04-18,Email,Quarterly Newsletter
15608,8035,2025-01-18,Phone,Promotional Offer
15609,2650,2024-08-17,Email,Promotional Offer
15610,9851,2023-12-15,Mail,Reactivation Campaign
15611,7557,2024-09-29,Phone,Welcome Campaign
15612,7545,2025-04-27,Mail,Quarterly Newsletter
15613,7303,2023-11-09,Mail,Quarterly Newsletter
15614,8114,2024-02-29,Mail,Promotional Offer
15615,5596,2023-08-11,Mail,Welcome Campaign
15616,5443,2023-10-03,Email,Promotional Offer
15617,5843,2024-12-18,Phone,Welcome Campaign
15618,4802,2023-11-21,Mail,Welcome Campaign
15619,6245,2024-08-24,Email,Promotional Offer
15620,4764,2025-05-27,Mail,Reactivation Campaign
15621,7821,2024-08-24,Email,Reactivation Campaign
15622,8861,2023-09-09,Phone,Welcome Campaign
15623,1897,2024-10-17,Email,Reactivation Campaign
15624,5071,2023-10-31,Email,Reactivation Campaign
15625,9780,2024-01-30,Email,Quarterly Newsletter
15626,8900,2025-02-06,Email,Welcome Campaign
15627,6642,2025-06-29,Mail,Welcome Campaign
15628,9201,2025-02-19,Phone,Welcome Campaign
15629,693,2024-10-02,Mail,Quarterly Newsletter
15630,42,2025-02-08,Phone,Promotional Offer
15631,7566,2024-12-16,Phone,Promotional Offer
15632,5676,2025-04-28,Phone,Reactivation Campaign
15633,9035,2024-05-23,Phone,Promotional Offer
15634,5027,2024-05-12,Mail,Welcome Campaign
15635,8570,2023-08-16,Phone,Promotional Offer
15636,7372,2024-05-15,Email,Promotional Offer
15637,6095,2024-12-23,Email,Quarterly Newsletter
15638,2225,2024-01-05,Email,Welcome Campaign
15639,3890,2025-05-03,Mail,Reactivation Campaign
15640,935,2024-01-11,Email,Reactivation Campaign
15641,4930,2024-01-06,Phone,Quarterly Newsletter
15642,4052,2023-08-07,Mail,Quarterly Newsletter
15643,5164,2025-04-26,Mail,Welcome Campaign
15644,6176,2024-02-25,Phone,Quarterly Newsletter
15645,7848,2025-05-16,Phone,Reactivation Campaign
15646,4563,2024-06-13,Mail,Reactivation Campaign
15647,2661,2025-02-18,Mail,Quarterly Newsletter
15648,1349,2024-07-13,Phone,Reactivation Campaign
15649,3041,2024-09-05,Email,Welcome Campaign
15650,8696,2024-07-09,Email,Welcome Campaign
15651,3056,2024-04-30,Phone,Promotional Offer
15652,8715,2023-12-07,Email,Promotional Offer
15653,4906,2024-08-07,Mail,Welcome Campaign
15654,3383,2025-06-18,Email,Reactivation Campaign
15655,9963,2023-08-21,Email,Quarterly Newsletter
15656,5011,2023-11-07,Mail,Reactivation Campaign
15657,9277,2025-01-17,Phone,Reactivation Campaign
15658,1146,2024-03-18,Email,Welcome Campaign
15659,7226,2024-12-22,Email,Welcome Campaign
15660,5205,2023-12-08,Mail,Welcome Campaign
15661,4168,2025-06-28,Email,Welcome Campaign
15662,509,2023-09-27,Email,Promotional Offer
15663,7782,2023-11-12,Email,Reactivation Campaign
15664,7777,2025-02-08,Email,Welcome Campaign
15665,4376,2024-09-10,Mail,Promotional Offer
15666,1745,2024-07-05,Mail,Quarterly Newsletter
15667,6138,2024-11-19,Mail,Quarterly Newsletter
15668,8832,2023-12-16,Mail,Quarterly Newsletter
15669,2287,2023-11-26,Mail,Quarterly Newsletter
15670,8959,2024-12-15,Mail,Welcome Campaign
15671,3662,2024-03-06,Mail,Quarterly Newsletter
15672,9026,2023-12-29,Email,Quarterly Newsletter
15673,7210,2023-10-16,Phone,Quarterly Newsletter
15674,8504,2023-12-11,Email,Reactivation Campaign
15675,3071,2024-03-11,Phone,Promotional Offer
15676,7036,2025-06-29,Mail,Quarterly Newsletter
15677,7688,2023-09-07,Phone,Welcome Campaign
15678,7903,2025-03-09,Phone,Promotional Offer
15679,7523,2024-05-08,Mail,Promotional Offer
15680,7241,2025-03-21,Mail,Welcome Campaign
15681,6736,2024-01-27,Mail,Quarterly Newsletter
15682,1976,2025-03-14,Email,Promotional Offer
15683,7249,2023-12-03,Mail,Promotional Offer
15684,1041,2023-08-23,Email,Promotional Offer
15685,1886,2024-08-09,Mail,Quarterly Newsletter
15686,6107,2024-04-14,Phone,Quarterly Newsletter
15687,8210,2023-07-31,Mail,Quarterly Newsletter
15688,9552,2024-09-13,Phone,Reactivation Campaign
15689,1369,2025-02-15,Email,Welcome Campaign
15690,5249,2024-01-24,Phone,Promotional Offer
15691,941,2024-08-06,Email,Quarterly Newsletter
15692,6453,2023-11-06,Email,Promotional Offer
15693,1360,2025-02-02,Email,Welcome Campaign
15694,8658,2023-08-02,Mail,Promotional Offer
15695,2247,2024-12-08,Mail,Reactivation Campaign
15696,4303,2023-09-15,Mail,Reactivation Campaign
15697,3510,2024-11-17,Email,Promotional Offer
15698,5643,2024-07-20,Phone,Promotional Offer
15699,5460,2025-03-27,Mail,Welcome Campaign
15700,858,2024-07-28,Mail,Promotional Offer
15701,1299,2024-01-22,Mail,Reactivation Campaign
15702,3292,2024-04-14,Phone,Promotional Offer
15703,3208,2023-10-23,Email,Quarterly Newsletter
15704,4157,2023-11-11,Mail,Quarterly Newsletter
15705,333,2024-02-17,Phone,Welcome Campaign
15706,2360,2024-02-13,Phone,Quarterly Newsletter
15707,260,2025-05-31,Phone,Welcome Campaign
15708,1137,2024-04-05,Email,Quarterly Newsletter
15709,1280,2023-08-23,Email,Quarterly Newsletter
15710,7622,2023-11-12,Mail,Welcome Campaign
15711,6548,2024-03-28,Email,Welcome Campaign
15712,2398,2024-12-17,Mail,Reactivation Campaign
15713,3098,2025-05-07,Email,Welcome Campaign
15714,1722,2024-10-05,Mail,Quarterly Newsletter
15715,3941,2025-07-18,Phone,Promotional Offer
15716,3753,2024-05-23,Email,Quarterly Newsletter
15717,6191,2023-10-31,Mail,Welcome Campaign
15718,5721,2024-03-09,Mail,Quarterly Newsletter
15719,1530,2024-01-28,Phone,Welcome Campaign
15720,2864,2024-04-04,Phone,Reactivation Campaign
15721,6217,2025-02-07,Mail,Welcome Campaign
15722,2627,2025-04-06,Phone,Quarterly Newsletter
15723,3554,2024-09-06,Phone,Reactivation Campaign
15724,3887,2024-05-20,Phone,Promotional Offer
15725,1789,2024-10-17,Phone,Welcome Campaign
15726,308,2024-10-19,Email,Quarterly Newsletter
15727,7853,2023-09-01,Mail,Reactivation Campaign
15728,4693,2025-03-30,Phone,Promotional Offer
15729,4042,2023-10-29,Mail,Promotional Offer
15730,9478,2024-12-17,Email,Welcome Campaign
15731,6828,2023-12-23,Phone,Welcome Campaign
15732,7270,2025-03-24,Phone,Welcome Campaign
15733,1920,2025-01-24,Email,Welcome Campaign
15734,2664,2024-07-16,Mail,Welcome Campaign
15735,8215,2024-01-07,Email,Quarterly Newsletter
15736,1206,2024-01-22,Phone,Promotional Offer
15737,1088,2024-01-04,Mail,Welcome Campaign
15738,9699,2024-09-20,Mail,Quarterly Newsletter
15739,1186,2024-03-07,Email,Promotional Offer
15740,5020,2024-09-25,Phone,Reactivation Campaign
15741,2130,2024-10-17,Mail,Welcome Campaign
15742,1478,2023-11-12,Email,Welcome Campaign
15743,3537,2024-02-24,Email,Welcome Campaign
15744,1525,2023-11-14,Mail,Quarterly Newsletter
15745,7204,2025-04-18,Email,Welcome Campaign
15746,4695,2025-03-17,Mail,Welcome Campaign
15747,9223,2025-04-08,Mail,Quarterly Newsletter
15748,2638,2024-06-04,Email,Quarterly Newsletter
15749,2903,2024-04-05,Phone,Promotional Offer
15750,4066,2025-06-07,Phone,Quarterly Newsletter
15751,7036,2024-08-27,Mail,Promotional Offer
15752,4744,2024-02-18,Email,Reactivation Campaign
15753,575,2025-03-07,Mail,Promotional Offer
15754,2007,2024-05-15,Phone,Quarterly Newsletter
15755,8284,2025-02-15,Phone,Reactivation Campaign
15756,5423,2024-04-12,Phone,Welcome Campaign
15757,7435,2024-09-03,Phone,Quarterly Newsletter
15758,6384,2023-12-14,Phone,Promotional Offer
15759,6440,2023-12-28,Email,Promotional Offer
15760,4035,2024-07-29,Email,Welcome Campaign
15761,4109,2024-04-29,Phone,Quarterly Newsletter
15762,7971,2024-09-08,Email,Reactivation Campaign
15763,3552,2024-05-11,Email,Reactivation Campaign
15764,2198,2024-02-09,Phone,Quarterly Newsletter
15765,916,2024-02-04,Phone,Promotional Offer
15766,7709,2023-08-09,Phone,Reactivation Campaign
15767,3096,2024-07-20,Email,Welcome Campaign
15768,7403,2024-03-25,Email,Reactivation Campaign
15769,6061,2024-08-07,Phone,Welcome Campaign
15770,3681,2023-10-31,Phone,Reactivation Campaign
15771,6340,2025-05-28,Email,Quarterly Newsletter
15772,2061,2024-07-22,Phone,Welcome Campaign
15773,1776,2025-01-14,Email,Promotional Offer
15774,885,2024-10-05,Email,Promotional Offer
15775,6201,2024-04-19,Phone,Reactivation Campaign
15776,8205,2025-02-19,Mail,Quarterly Newsletter
15777,6837,2025-07-23,Email,Reactivation Campaign
15778,7616,2024-06-10,Mail,Welcome Campaign
15779,5182,2023-08-18,Mail,Reactivation Campaign
15780,9384,2023-09-13,Mail,Welcome Campaign
15781,7627,2025-05-02,Mail,Promotional Offer
15782,4965,2023-11-30,Email,Quarterly Newsletter
15783,4102,2024-06-17,Phone,Welcome Campaign
15784,2691,2024-09-11,Mail,Promotional Offer
15785,4824,2024-03-04,Phone,Reactivation Campaign
15786,7290,2024-02-11,Phone,Welcome Campaign
15787,4926,2024-03-14,Email,Quarterly Newsletter
15788,4962,2024-06-22,Email,Promotional Offer
15789,4864,2025-01-13,Email,Welcome Campaign
15790,4713,2024-01-13,Email,Welcome Campaign
15791,1782,2024-03-03,Mail,Reactivation Campaign
15792,1248,2023-10-08,Email,Quarterly Newsletter
15793,8596,2024-06-07,Mail,Welcome Campaign
15794,7200,2024-07-07,Phone,Welcome Campaign
15795,2865,2023-10-20,Email,Quarterly Newsletter
15796,1136,2024-11-24,Phone,Quarterly Newsletter
15797,2100,2024-11-20,Mail,Quarterly Newsletter
15798,3551,2025-04-17,Mail,Reactivation Campaign
15799,2935,2023-08-13,Mail,Promotional Offer
15800,5788,2024-02-04,Mail,Reactivation Campaign
15801,8300,2024-11-16,Mail,Promotional Offer
15802,6776,2024-08-17,Mail,Quarterly Newsletter
15803,1171,2024-06-04,Email,Welcome Campaign
15804,3210,2023-08-19,Mail,Welcome Campaign
15805,7002,2024-12-04,Email,Welcome Campaign
15806,1292,2023-12-28,Phone,Promotional Offer
15807,6705,2024-01-10,Mail,Promotional Offer
15808,6378,2024-08-29,Phone,Promotional Offer
15809,3254,2023-09-04,Mail,Promotional Offer
15810,1697,2024-09-10,Mail,Reactivation Campaign
15811,18,2025-02-13,Phone,Promotional Offer
15812,3150,2025-05-22,Email,Quarterly Newsletter
15813,7658,2024-12-03,Phone,Welcome Campaign
15814,1600,2023-12-15,Email,Quarterly Newsletter
15815,7150,2024-03-23,Mail,Quarterly Newsletter
15816,212,2025-03-28,Mail,Welcome Campaign
15817,9949,2024-03-18,Mail,Reactivation Campaign
15818,4675,2024-02-04,Email,Promotional Offer
15819,994,2024-08-17,Mail,Promotional Offer
15820,3527,2025-05-17,Phone,Promotional Offer
15821,369,2025-06-29,Email,Welcome Campaign
15822,2072,2023-12-04,Email,Promotional Offer
15823,1453,2025-03-18,Mail,Quarterly Newsletter
15824,7434,2024-04-24,Email,Reactivation Campaign
15825,5067,2024-01-13,Email,Quarterly Newsletter
15826,3429,2024-11-02,Mail,Promotional Offer
15827,7928,2024-09-12,Mail,Welcome Campaign
15828,7909,2025-05-14,Mail,Reactivation Campaign
15829,2623,2024-06-24,Mail,Quarterly Newsletter
15830,3856,2024-01-27,Phone,Promotional Offer
15831,6547,2024-03-06,Mail,Welcome Campaign
15832,4362,2023-12-26,Mail,Quarterly Newsletter
15833,4239,2024-07-04,Email,Quarterly Newsletter
15834,2759,2024-04-12,Phone,Quarterly Newsletter
15835,1884,2023-10-13,Mail,Quarterly Newsletter
15836,7373,2024-02-14,Mail,Welcome Campaign
15837,2209,2024-04-21,Phone,Reactivation Campaign
15838,4456,2024-10-30,Email,Reactivation Campaign
15839,2841,2025-06-18,Mail,Welcome Campaign
15840,162,2024-07-25,Phone,Promotional Offer
15841,2682,2024-06-06,Phone,Quarterly Newsletter
15842,9550,2023-08-22,Mail,Promotional Offer
15843,62,2024-08-18,Phone,Promotional Offer
15844,9116,2025-07-16,Email,Reactivation Campaign
15845,9270,2023-08-21,Email,Quarterly Newsletter
15846,5440,2024-11-19,Phone,Reactivation Campaign
15847,5553,2024-12-16,Email,Quarterly Newsletter
15848,436,2025-03-18,Mail,Reactivation Campaign
15849,6588,2024-02-10,Email,Reactivation Campaign
15850,2172,2024-03-06,Email,Quarterly Newsletter
15851,2151,2025-04-17,Email,Welcome Campaign
15852,4382,2023-11-04,Phone,Quarterly Newsletter
15853,4893,2023-09-02,Email,Promotional Offer
15854,2217,2023-12-28,Mail,Promotional Offer
15855,676,2024-01-09,Phone,Welcome Campaign
15856,1843,2024-04-11,Email,Welcome Campaign
15857,5341,2024-10-05,Email,Reactivation Campaign
15858,4143,2024-05-22,Phone,Quarterly Newsletter
15859,7493,2025-01-30,Mail,Reactivation Campaign
15860,5667,2025-06-04,Mail,Reactivation Campaign
15861,412,2023-08-09,Email,Welcome Campaign
15862,6835,2024-06-06,Phone,Welcome Campaign
15863,541,2024-05-02,Mail,Reactivation Campaign
15864,7967,2024-07-31,Mail,Welcome Campaign
15865,8267,2023-12-23,Email,Reactivation Campaign
15866,5561,2025-06-10,Email,Reactivation Campaign
15867,4923,2025-04-30,Email,Welcome Campaign
15868,998,2024-08-15,Mail,Quarterly Newsletter
15869,105,2024-06-04,Mail,Promotional Offer
15870,1465,2024-04-23,Phone,Promotional Offer
15871,3296,2024-07-13,Phone,Quarterly Newsletter
15872,8342,2024-03-25,Phone,Promotional Offer
15873,6150,2024-05-06,Phone,Promotional Offer
15874,6144,2024-08-13,Email,Promotional Offer
