TransactionID,AccountID,TransactionDate,TransactionType,Amount
22236,10228,2024-11-11,Withdrawal,538.33
22237,18950,2021-05-11,Withdrawal,3332.13
22238,12783,2025-04-10,Withdrawal,17059.35
22239,8811,2023-03-10,Trade,24202.57
22240,16062,2025-01-11,Trade,45274.69
22241,9650,2023-12-05,Withdrawal,29503.46
22242,19488,2022-11-11,Deposit,15427.45
22243,5898,2024-03-10,Deposit,14127.56
22244,11174,2021-05-09,Trade,38484.18
22245,8119,2022-07-21,Deposit,13614.36
22246,2611,2024-07-23,Deposit,32140.55
22247,19393,2024-02-28,Withdrawal,6961.63
22248,3987,2023-09-20,Trade,19020.49
22249,13742,2022-05-28,Deposit,28121.36
22250,6914,2023-10-21,Trade,29991.57
22251,4382,2021-03-21,Deposit,6186.2
22252,12887,2023-08-23,Trade,783.55
22253,17608,2021-04-10,Trade,4652.08
22254,6912,2022-09-07,Trade,33890.31
22255,10172,2020-09-26,Deposit,47097.26
22256,2076,2020-12-10,Withdrawal,715.02
22257,6638,2025-06-06,Deposit,10851.85
22258,1941,2025-02-17,Withdrawal,44509.35
22259,102,2024-05-12,Withdrawal,40198.42
22260,904,2025-01-23,Deposit,49430.07
22261,15861,2025-01-17,Withdrawal,43911.44
22262,387,2025-03-24,Withdrawal,27192.26
22263,17522,2020-12-29,Trade,48169.43
22264,3673,2022-01-08,Trade,10421.75
22265,639,2021-01-04,Deposit,49586.57
22266,14286,2025-06-09,Withdrawal,23884.69
22267,5191,2022-12-01,Deposit,5280.2
22268,11139,2020-12-05,Deposit,40205.36
22269,18024,2022-03-24,Withdrawal,9057.28
22270,19311,2021-05-08,Deposit,4850.22
22271,13141,2020-11-13,Withdrawal,667.51
22272,11468,2022-07-20,Deposit,21894.57
22273,18370,2022-04-30,Withdrawal,1670.75
22274,17035,2022-10-10,Withdrawal,15841.41
22275,14308,2021-06-10,Deposit,11315.85
22276,6171,2022-01-24,Withdrawal,9093.69
22277,11313,2023-10-25,Trade,2170.65
22278,12336,2022-10-15,Withdrawal,9784.1
22279,17844,2024-12-04,Trade,28113.26
22280,18073,2024-02-21,Withdrawal,32077.84
22281,12327,2024-11-23,Deposit,1866.57
22282,17170,2022-08-28,Trade,16780.68
22283,7211,2020-11-16,Deposit,27836.91
22284,11813,2024-10-18,Withdrawal,43736.29
22285,16414,2022-04-05,Trade,32879.82
22286,9182,2023-05-19,Trade,7143.22
22287,9354,2021-12-11,Withdrawal,9541.87
22288,11761,2020-11-09,Trade,13198.17
22289,10269,2022-07-18,Withdrawal,23699.68
22290,2295,2020-10-18,Trade,40064.15
22291,10948,2020-12-12,Trade,23069.76
22292,2587,2025-03-27,Withdrawal,29051.08
22293,1909,2025-01-03,Trade,39851.6
22294,19816,2022-04-05,Deposit,3706.02
22295,19803,2023-04-28,Trade,30770.44
22296,4605,2023-01-06,Deposit,19867.67
22297,18837,2023-10-07,Trade,559.82
22298,3758,2024-09-20,Withdrawal,40868.66
22299,18230,2021-02-02,Trade,25873.87
22300,117,2023-02-22,Trade,4256.54
22301,17085,2022-08-21,Trade,16037.19
22302,340,2024-10-04,Deposit,14787.74
22303,3913,2023-03-12,Withdrawal,34417.63
22304,14985,2022-12-31,Deposit,29447.0
22305,3935,2023-10-01,Deposit,36397.93
22306,7770,2020-10-22,Withdrawal,31695.18
22307,11868,2022-08-14,Trade,12409.79
22308,14687,2021-09-26,Trade,10233.25
22309,11552,2021-05-23,Trade,17873.37
22310,12720,2023-06-25,Trade,40219.17
22311,12776,2020-12-01,Withdrawal,41695.44
22312,16360,2023-01-18,Trade,43268.26
22313,9702,2023-02-06,Trade,8002.15
22314,6568,2020-11-30,Deposit,11157.16
22315,2182,2020-09-07,Trade,17957.22
22316,3797,2022-07-03,Deposit,10458.01
22317,15466,2025-02-06,Trade,34274.1
22318,18450,2023-10-11,Deposit,36644.07
22319,17463,2024-09-04,Trade,12626.25
22320,4596,2021-04-28,Deposit,10005.19
22321,7855,2024-02-29,Trade,12406.2
22322,17622,2020-09-22,Deposit,3938.33
22323,17387,2023-04-22,Withdrawal,40040.32
22324,19591,2020-10-05,Trade,29236.72
22325,12007,2022-05-19,Trade,23862.11
22326,3979,2022-07-20,Withdrawal,45382.23
22327,12156,2024-04-04,Trade,25398.5
22328,2630,2023-09-11,Deposit,23236.53
22329,14316,2024-03-01,Trade,17061.97
22330,15315,2023-07-30,Withdrawal,34906.97
22331,18522,2022-07-13,Trade,19771.07
22332,15586,2023-08-17,Trade,5817.7
22333,17788,2025-05-08,Deposit,48919.36
22334,10966,2024-01-13,Withdrawal,10723.72
22335,5009,2024-04-18,Deposit,18308.84
22336,17939,2025-03-30,Trade,1664.7
22337,19975,2023-09-03,Trade,38038.61
22338,78,2022-02-17,Trade,5798.56
22339,6164,2021-09-28,Trade,20672.99
22340,472,2021-03-31,Deposit,20371.7
22341,2430,2020-12-22,Trade,37759.47
22342,9441,2021-05-20,Withdrawal,31320.24
22343,11411,2025-04-20,Deposit,33367.05
22344,5449,2023-11-12,Withdrawal,29030.33
22345,17372,2022-05-25,Withdrawal,3203.36
22346,3360,2021-11-09,Withdrawal,44449.94
22347,2404,2021-09-18,Deposit,32075.78
22348,3531,2021-07-31,Deposit,49024.52
22349,12869,2021-01-08,Trade,6230.49
22350,7205,2021-03-08,Withdrawal,254.2
22351,12869,2021-03-05,Deposit,22309.72
22352,3768,2024-02-18,Trade,27874.9
22353,3787,2024-09-17,Withdrawal,34387.17
22354,19919,2024-01-17,Trade,2635.15
22355,8772,2022-10-07,Trade,44847.36
22356,16587,2021-07-13,Deposit,30915.07
22357,12018,2022-05-04,Withdrawal,18526.78
22358,2813,2023-06-17,Withdrawal,41265.65
22359,4311,2022-08-22,Deposit,38405.09
22360,6048,2024-03-22,Withdrawal,24292.12
22361,12337,2022-09-12,Withdrawal,27111.27
22362,19940,2021-06-17,Trade,38276.91
22363,10909,2020-09-18,Withdrawal,25760.87
22364,14917,2025-06-09,Trade,27456.9
22365,14044,2024-11-07,Deposit,47435.64
22366,16359,2024-10-18,Withdrawal,11909.8
22367,17171,2023-07-03,Withdrawal,17354.04
22368,7086,2021-11-04,Trade,40689.0
22369,2553,2021-11-17,Trade,31961.86
22370,10953,2024-09-06,Withdrawal,35343.27
22371,2123,2024-08-11,Withdrawal,43304.53
22372,14375,2021-03-01,Deposit,6379.34
22373,9464,2025-04-27,Deposit,20178.61
22374,13246,2024-10-18,Deposit,36747.55
22375,18411,2024-11-07,Withdrawal,10745.52
22376,17752,2023-11-11,Trade,22142.65
22377,9366,2021-11-14,Withdrawal,18795.47
22378,14541,2021-06-21,Trade,35209.49
22379,186,2025-01-24,Trade,22257.03
22380,12021,2021-01-14,Deposit,49069.67
22381,4623,2022-01-28,Deposit,4999.48
22382,15067,2022-01-18,Deposit,41990.58
22383,10191,2021-05-03,Withdrawal,35609.91
22384,6403,2021-02-13,Deposit,1987.09
22385,6872,2022-03-19,Trade,6984.43
22386,6338,2021-10-14,Withdrawal,28747.33
22387,4278,2025-03-20,Trade,24887.13
22388,11754,2023-10-07,Withdrawal,20758.63
22389,2265,2022-07-22,Trade,5073.61
22390,12602,2025-03-31,Deposit,27736.58
22391,18743,2022-02-21,Withdrawal,31478.98
22392,10738,2022-07-09,Withdrawal,5131.56
22393,5930,2023-11-30,Trade,44018.45
22394,15611,2022-08-01,Withdrawal,40554.92
22395,15508,2025-07-06,Trade,1942.08
22396,970,2021-12-16,Deposit,36678.07
22397,2684,2021-05-07,Withdrawal,19969.92
22398,4163,2025-06-03,Withdrawal,664.3
22399,275,2024-05-03,Deposit,39408.46
22400,17954,2021-10-17,Deposit,3568.79
22401,1682,2024-05-02,Trade,1058.83
22402,2057,2021-01-01,Withdrawal,12335.84
22403,9779,2023-08-03,Trade,27875.29
22404,7641,2023-06-07,Withdrawal,4694.49
22405,7081,2023-10-04,Trade,7047.62
22406,16797,2024-06-04,Deposit,47715.47
22407,18857,2022-05-07,Deposit,30327.36
22408,14249,2021-05-10,Trade,28505.99
22409,7427,2023-02-08,Trade,18086.17
22410,15905,2021-02-07,Trade,17339.51
22411,15599,2025-06-25,Withdrawal,1261.11
22412,5971,2022-10-10,Withdrawal,9225.65
22413,5838,2024-02-21,Deposit,1652.12
22414,4498,2021-08-08,Withdrawal,34166.45
22415,15819,2024-09-15,Withdrawal,14870.03
22416,4291,2023-06-26,Deposit,18886.1
22417,6819,2023-01-07,Deposit,28222.63
22418,3387,2021-01-18,Deposit,44334.51
22419,18307,2023-11-27,Trade,23915.04
22420,7095,2023-10-13,Withdrawal,40187.54
22421,17815,2022-09-23,Deposit,32004.37
22422,2793,2024-09-21,Withdrawal,6457.06
22423,11166,2023-09-17,Trade,35748.45
22424,13092,2025-02-19,Trade,35581.36
22425,184,2021-08-16,Withdrawal,4834.02
22426,12003,2022-04-22,Withdrawal,18842.0
22427,2564,2021-05-15,Trade,46203.53
22428,4748,2025-07-09,Trade,9679.23
22429,4745,2022-12-01,Trade,18345.36
22430,11048,2021-04-01,Trade,28758.39
22431,5368,2020-12-25,Trade,3646.44
22432,1198,2022-11-19,Deposit,31698.13
22433,6977,2025-01-11,Trade,25040.68
22434,10416,2022-09-02,Trade,3967.18
22435,12788,2022-11-26,Trade,28269.47
22436,19342,2021-12-26,Withdrawal,38694.63
22437,13004,2023-01-02,Trade,47915.78
22438,17472,2023-04-23,Trade,6867.52
22439,19414,2023-01-07,Trade,45740.7
22440,83,2023-10-21,Deposit,10174.36
22441,3455,2021-12-31,Withdrawal,49339.02
22442,8815,2023-01-02,Withdrawal,36778.26
22443,7012,2023-12-20,Deposit,20145.76
22444,15152,2025-06-12,Withdrawal,49858.66
22445,5217,2022-12-12,Trade,19613.28
22446,14031,2021-12-08,Withdrawal,41996.36
22447,4154,2025-03-09,Withdrawal,11535.71
22448,5487,2022-03-02,Deposit,6278.6
22449,17600,2021-05-17,Deposit,18105.63
22450,6112,2023-03-24,Deposit,8643.44
22451,8143,2021-03-21,Withdrawal,3914.47
22452,14648,2023-01-12,Trade,44857.08
22453,15613,2025-03-05,Trade,13128.61
22454,17030,2024-08-11,Trade,19970.73
22455,1990,2023-03-19,Trade,41197.39
22456,9789,2024-08-12,Withdrawal,15443.19
22457,15240,2023-08-05,Withdrawal,18510.85
22458,6799,2023-05-19,Deposit,43667.53
22459,14540,2022-11-06,Withdrawal,29467.55
22460,5481,2025-06-04,Withdrawal,39314.74
22461,10774,2022-04-14,Trade,43474.5
22462,2520,2024-08-09,Trade,33484.81
22463,2140,2022-01-27,Trade,5272.95
22464,18250,2021-11-23,Deposit,31397.85
22465,3950,2020-11-03,Withdrawal,13930.7
22466,12146,2021-06-25,Deposit,42428.64
22467,8477,2021-02-10,Trade,935.06
22468,9797,2024-02-04,Trade,12357.18
22469,11301,2023-04-28,Withdrawal,11299.53
22470,6064,2023-02-16,Withdrawal,34659.68
22471,14588,2024-05-30,Deposit,19404.36
22472,18253,2024-12-06,Withdrawal,41052.36
22473,17591,2024-12-03,Trade,4915.35
22474,11014,2023-11-08,Withdrawal,36894.24
22475,4140,2021-06-27,Deposit,28830.33
22476,11998,2020-08-02,Deposit,47526.28
22477,10885,2023-04-13,Withdrawal,6733.38
22478,14077,2021-07-21,Withdrawal,2967.63
22479,14463,2025-07-22,Withdrawal,28285.19
22480,19079,2025-02-17,Trade,34776.54
22481,2897,2020-08-27,Withdrawal,36193.39
22482,1144,2025-04-07,Withdrawal,45387.81
22483,18312,2022-10-27,Trade,30922.31
22484,18235,2025-01-26,Withdrawal,30144.05
22485,7361,2021-06-12,Trade,32232.03
22486,8340,2020-08-15,Trade,28667.96
22487,12402,2024-12-26,Trade,17804.43
22488,11013,2023-07-02,Withdrawal,35521.16
22489,15206,2024-04-15,Deposit,21309.52
22490,8580,2024-05-19,Trade,6970.32
22491,5464,2023-02-17,Trade,47217.34
22492,5979,2024-04-28,Deposit,3257.91
22493,5744,2022-06-22,Deposit,12277.68
22494,16358,2024-07-12,Deposit,21717.57
22495,12358,2021-08-11,Deposit,37969.47
22496,17032,2025-06-03,Trade,43019.75
22497,18970,2020-09-09,Deposit,39437.38
22498,16413,2022-06-27,Trade,45678.43
22499,8849,2022-09-11,Trade,32827.73
22500,1789,2025-02-16,Withdrawal,46622.86
22501,429,2022-09-27,Withdrawal,21144.03
22502,8016,2021-03-16,Deposit,28403.23
22503,1262,2025-01-08,Deposit,29919.92
22504,7811,2020-09-16,Deposit,33761.4
22505,17879,2022-08-16,Deposit,38914.49
22506,17656,2023-09-21,Deposit,16343.72
22507,17743,2022-07-22,Deposit,17453.94
22508,17512,2024-11-08,Deposit,11910.87
22509,12192,2022-08-23,Deposit,25950.33
22510,7562,2024-01-11,Withdrawal,31902.34
22511,6542,2023-11-08,Deposit,44430.77
22512,15777,2021-04-22,Trade,16518.27
22513,18459,2021-07-25,Withdrawal,23151.2
22514,5185,2023-09-20,Withdrawal,2769.04
22515,2636,2024-12-15,Trade,20602.26
22516,10264,2022-05-12,Withdrawal,13168.72
22517,7016,2025-01-26,Withdrawal,20818.03
22518,14422,2025-02-14,Withdrawal,43704.34
22519,7587,2023-05-22,Withdrawal,12833.65
22520,1526,2023-11-21,Withdrawal,30891.62
22521,17972,2024-12-25,Withdrawal,22807.91
22522,11764,2024-01-26,Trade,18086.42
22523,12208,2020-11-21,Withdrawal,27619.16
22524,15008,2021-11-16,Trade,1048.64
22525,3120,2025-01-05,Trade,31668.29
22526,13941,2024-10-27,Withdrawal,14012.66
22527,1102,2022-08-20,Deposit,42475.37
22528,17363,2023-04-26,Deposit,48295.19
22529,19654,2020-12-21,Withdrawal,14491.62
22530,15203,2021-08-01,Withdrawal,1734.04
22531,6313,2021-02-16,Deposit,2839.2
22532,19057,2022-04-29,Deposit,25975.46
22533,10854,2022-08-19,Withdrawal,19352.93
22534,8002,2021-07-19,Trade,19676.77
22535,17904,2024-02-20,Trade,13769.01
22536,19881,2023-04-15,Withdrawal,12139.96
22537,8696,2022-03-11,Withdrawal,20869.47
22538,4295,2022-05-22,Deposit,30588.89
22539,16141,2022-07-18,Withdrawal,11991.9
22540,1669,2022-04-22,Withdrawal,43765.76
22541,16412,2020-12-09,Deposit,15838.87
22542,1309,2022-12-23,Trade,17955.64
22543,1431,2023-02-19,Deposit,24328.58
22544,14231,2025-02-13,Deposit,9169.9
22545,8312,2021-01-09,Trade,6986.11
22546,8310,2023-03-26,Withdrawal,35083.37
22547,17733,2023-01-15,Deposit,15492.67
22548,18492,2023-08-20,Deposit,24365.25
22549,8944,2023-12-28,Deposit,18975.25
22550,18735,2023-04-18,Deposit,11264.72
22551,14583,2025-04-05,Trade,45880.47
22552,3174,2021-12-15,Trade,10135.93
22553,8672,2022-10-28,Withdrawal,41064.54
22554,3636,2025-05-18,Deposit,24891.16
22555,104,2020-08-27,Trade,12501.68
22556,15808,2020-08-13,Deposit,4744.0
22557,8199,2020-10-24,Trade,12433.87
22558,866,2023-03-08,Deposit,1153.35
22559,19989,2024-02-15,Deposit,23457.46
22560,9652,2024-02-10,Deposit,22702.84
22561,5059,2024-10-17,Withdrawal,4048.11
22562,1178,2022-08-24,Withdrawal,30780.54
22563,14737,2022-03-26,Withdrawal,33755.18
22564,8862,2023-11-25,Trade,34712.75
22565,12890,2022-10-22,Trade,30389.06
22566,153,2020-12-31,Deposit,40963.53
22567,3440,2023-06-19,Deposit,39287.2
22568,2772,2025-02-26,Deposit,24315.66
22569,3313,2024-06-24,Trade,26028.18
22570,17319,2024-03-08,Trade,47575.12
22571,4880,2022-03-29,Deposit,31999.77
22572,11865,2021-08-11,Trade,44220.87
22573,5708,2024-07-14,Withdrawal,35389.08
22574,15490,2022-12-21,Deposit,1398.07
22575,10859,2020-12-03,Deposit,41500.58
22576,10121,2025-05-21,Trade,15590.57
22577,1404,2025-05-17,Trade,4945.06
22578,11234,2023-09-14,Trade,13009.51
22579,582,2023-03-30,Trade,28264.13
22580,5420,2022-07-27,Deposit,42212.98
22581,2242,2020-08-31,Deposit,2812.01
22582,1529,2023-08-11,Trade,18395.13
22583,12331,2025-01-21,Withdrawal,12785.79
22584,15227,2021-06-28,Withdrawal,8783.52
22585,15895,2020-10-23,Deposit,48126.06
22586,10920,2022-10-27,Deposit,15134.9
22587,11303,2022-10-09,Trade,27740.22
22588,10931,2021-05-16,Withdrawal,49448.33
22589,5220,2024-12-08,Trade,39213.04
22590,7805,2024-04-05,Deposit,25971.96
22591,5969,2025-03-29,Withdrawal,29088.33
22592,832,2020-12-31,Withdrawal,27468.41
22593,16304,2020-11-16,Deposit,16381.25
22594,17204,2025-05-13,Withdrawal,25288.5
22595,12495,2022-12-15,Withdrawal,38146.0
22596,10307,2021-05-13,Deposit,11456.39
22597,11256,2024-02-13,Trade,17835.17
22598,15312,2024-11-06,Withdrawal,38578.84
22599,8369,2020-09-07,Trade,788.41
22600,14880,2020-08-06,Trade,13454.54
22601,11523,2022-08-04,Trade,38289.09
22602,2460,2022-11-10,Withdrawal,23793.96
22603,17485,2022-01-05,Deposit,17157.23
22604,19335,2025-01-26,Trade,49856.73
22605,19312,2022-09-05,Deposit,36341.23
22606,16552,2022-02-28,Withdrawal,40993.15
22607,16047,2023-01-14,Withdrawal,49543.89
22608,3530,2024-06-10,Withdrawal,18094.85
22609,7592,2024-03-27,Trade,172.65
22610,10978,2024-07-20,Trade,2376.74
22611,9212,2020-11-13,Deposit,29684.48
22612,10870,2023-02-12,Withdrawal,37649.79
22613,7126,2024-12-19,Withdrawal,28761.41
22614,16247,2024-03-06,Deposit,26098.88
22615,2856,2024-10-26,Trade,35438.74
22616,12739,2023-01-18,Deposit,34024.51
22617,16096,2024-07-22,Deposit,10690.53
22618,17293,2021-12-29,Withdrawal,42081.87
22619,4163,2021-11-05,Deposit,14384.0
22620,15199,2023-11-15,Deposit,41255.64
22621,18910,2024-05-02,Withdrawal,17327.07
22622,15143,2024-10-27,Trade,46356.09
22623,5170,2021-11-11,Deposit,44366.46
22624,10301,2024-12-02,Trade,49102.26
22625,12069,2021-11-08,Trade,27477.07
22626,7786,2021-03-21,Trade,44382.28
22627,17885,2024-02-10,Withdrawal,21578.17
22628,2998,2022-04-20,Trade,3735.79
22629,7669,2021-03-17,Trade,7407.31
22630,8466,2020-11-01,Deposit,19737.71
22631,17421,2021-04-13,Withdrawal,49363.26
22632,8658,2022-08-04,Deposit,11466.48
22633,16983,2023-04-11,Trade,32416.01
22634,19217,2022-05-27,Deposit,13871.45
22635,9457,2020-09-22,Trade,263.96
22636,11047,2021-08-03,Withdrawal,16672.31
22637,3967,2023-06-29,Withdrawal,20702.92
22638,16986,2021-05-23,Withdrawal,11328.89
22639,18182,2023-05-01,Trade,14167.4
22640,206,2021-03-15,Withdrawal,16354.79
22641,1267,2024-12-28,Trade,40438.6
22642,13889,2023-11-17,Withdrawal,45701.92
22643,9081,2021-11-08,Trade,17889.39
22644,19241,2021-06-22,Deposit,8058.05
22645,15182,2024-11-01,Deposit,40944.08
22646,9376,2024-02-20,Trade,45106.94
22647,12901,2024-01-02,Deposit,7788.76
22648,11054,2021-12-11,Trade,32517.33
22649,13753,2022-08-23,Trade,42550.61
22650,7971,2021-06-18,Withdrawal,31109.17
22651,2818,2020-09-20,Withdrawal,16487.63
22652,2416,2024-12-13,Deposit,13487.04
22653,10569,2025-03-18,Deposit,25491.47
22654,117,2024-07-13,Withdrawal,20794.36
22655,16219,2022-09-21,Withdrawal,29848.78
22656,16587,2022-08-12,Trade,1904.81
22657,638,2021-10-08,Deposit,17094.07
22658,4972,2023-08-17,Deposit,43965.67
22659,14185,2022-02-11,Withdrawal,13113.23
22660,19451,2025-07-25,Withdrawal,31243.53
22661,13574,2024-01-09,Trade,15400.88
22662,4925,2021-08-08,Withdrawal,21288.85
22663,13744,2022-10-30,Withdrawal,16995.49
22664,1541,2023-12-04,Deposit,3492.6
22665,11737,2020-08-09,Trade,5352.03
22666,10423,2022-09-09,Withdrawal,40195.69
22667,1326,2024-11-29,Withdrawal,29529.48
22668,14307,2023-10-31,Withdrawal,31139.31
22669,12450,2021-06-18,Trade,29911.69
22670,11719,2023-01-17,Withdrawal,47105.33
22671,16510,2023-02-13,Deposit,41420.24
22672,11761,2024-05-26,Deposit,9539.68
22673,8491,2022-04-18,Trade,45873.69
22674,2786,2024-06-07,Withdrawal,34738.38
22675,17615,2020-09-09,Withdrawal,9871.67
22676,17691,2020-10-28,Deposit,25055.52
22677,1399,2022-10-01,Trade,8640.23
22678,8241,2023-04-02,Deposit,44942.93
22679,16942,2025-06-28,Trade,48422.9
22680,11899,2022-01-10,Trade,48709.41
22681,7386,2021-07-12,Withdrawal,21774.54
22682,13354,2024-04-16,Withdrawal,8176.12
22683,7863,2025-03-01,Withdrawal,10600.31
22684,15910,2025-04-28,Deposit,3751.12
22685,7738,2022-02-02,Deposit,3425.34
22686,14723,2023-07-28,Withdrawal,2576.92
22687,7801,2024-03-30,Trade,4184.94
22688,2228,2021-08-10,Deposit,47550.12
22689,4713,2021-02-11,Trade,12532.8
22690,17317,2020-11-01,Trade,12706.75
22691,1940,2020-09-21,Deposit,34967.71
22692,6561,2025-04-15,Trade,40089.65
22693,8360,2023-10-02,Withdrawal,8174.79
22694,4415,2023-02-25,Deposit,40414.42
22695,18427,2021-12-15,Withdrawal,31006.15
22696,1791,2023-08-17,Withdrawal,45222.29
22697,11617,2023-03-08,Withdrawal,18659.56
22698,6535,2025-01-26,Trade,23944.52
22699,10128,2022-03-18,Trade,33286.71
22700,14327,2022-05-23,Trade,40029.76
22701,7494,2020-10-19,Deposit,15982.2
22702,13916,2021-01-13,Trade,25540.0
22703,3064,2024-06-18,Withdrawal,39620.27
22704,450,2021-01-23,Trade,4912.93
22705,9432,2025-05-01,Withdrawal,35642.74
22706,18328,2025-02-22,Deposit,208.8
22707,13416,2020-12-22,Trade,38361.67
22708,17931,2024-08-15,Deposit,36925.34
22709,4851,2024-10-13,Trade,23840.69
22710,15321,2020-12-08,Deposit,21734.66
22711,15943,2023-12-25,Withdrawal,41416.6
22712,13316,2021-11-04,Withdrawal,44115.51
22713,3582,2023-02-26,Deposit,38682.17
22714,12125,2025-03-08,Deposit,20195.55
22715,17543,2024-08-03,Trade,14333.49
22716,12070,2023-01-23,Withdrawal,12451.01
22717,8428,2023-07-11,Withdrawal,34012.0
22718,9359,2021-01-23,Deposit,4708.71
22719,6629,2022-02-04,Trade,19874.44
22720,4062,2024-10-29,Withdrawal,1311.97
22721,16430,2023-08-13,Trade,12474.42
22722,12503,2022-04-13,Withdrawal,37459.77
22723,12628,2025-06-21,Trade,1916.34
22724,19433,2023-12-01,Withdrawal,44290.03
22725,7858,2021-05-15,Trade,29542.43
22726,3120,2025-07-16,Withdrawal,33152.73
22727,344,2024-10-14,Withdrawal,35414.67
22728,16750,2023-07-09,Deposit,30295.54
22729,7164,2023-10-28,Deposit,2069.43
22730,6216,2024-08-23,Withdrawal,12753.42
22731,6519,2022-09-09,Withdrawal,39886.15
22732,9188,2023-12-03,Trade,6909.91
22733,8322,2025-01-06,Withdrawal,37895.72
22734,13135,2025-04-16,Withdrawal,28119.34
22735,4252,2023-06-11,Trade,6496.45
22736,15092,2022-08-07,Withdrawal,49788.42
22737,3908,2020-11-26,Trade,10162.58
22738,11390,2025-02-10,Deposit,18044.25
22739,8860,2021-10-24,Deposit,49494.77
22740,19839,2025-06-11,Withdrawal,25754.27
22741,143,2024-12-31,Trade,37183.71
22742,19631,2025-01-31,Trade,46244.1
22743,952,2025-05-18,Trade,47524.13
22744,4246,2024-02-08,Trade,23419.92
22745,3671,2023-03-10,Deposit,26137.44
22746,64,2023-06-17,Trade,36545.95
22747,11350,2025-07-06,Withdrawal,4154.37
22748,16370,2024-11-20,Deposit,48048.52
22749,11791,2023-10-11,Deposit,34356.44
22750,569,2021-09-14,Trade,12584.65
22751,10131,2023-02-02,Withdrawal,40999.48
22752,11430,2022-11-05,Deposit,31960.51
22753,5563,2021-07-31,Trade,47297.2
22754,18194,2021-02-02,Withdrawal,44375.76
22755,8181,2022-03-22,Trade,44165.87
22756,17587,2021-06-25,Trade,34831.35
22757,9211,2023-06-09,Trade,24791.6
22758,6505,2021-08-15,Trade,45311.86
22759,9389,2021-02-24,Withdrawal,8540.33
22760,2041,2022-05-03,Trade,24255.1
22761,10593,2023-02-07,Trade,24176.1
22762,5791,2023-07-24,Trade,27067.1
22763,3475,2024-01-31,Trade,8456.09
22764,6045,2025-04-03,Deposit,18474.04
22765,4586,2022-02-25,Trade,22985.81
22766,7727,2024-11-25,Withdrawal,5251.37
22767,18840,2021-09-01,Withdrawal,46512.26
22768,19615,2024-08-22,Deposit,16945.31
22769,18791,2021-05-16,Withdrawal,28150.68
22770,18048,2025-03-19,Withdrawal,33320.75
22771,16589,2024-11-07,Withdrawal,8100.58
22772,14815,2023-07-19,Deposit,14480.52
22773,16449,2022-05-27,Withdrawal,29514.59
22774,4203,2025-07-28,Trade,20697.49
22775,7466,2022-10-14,Withdrawal,1384.21
22776,10078,2022-04-02,Deposit,2159.71
22777,14890,2023-12-16,Withdrawal,25666.15
22778,16639,2022-09-04,Trade,29703.39
22779,18926,2022-07-21,Deposit,14933.63
22780,18348,2024-01-30,Withdrawal,21168.29
22781,4353,2022-03-08,Withdrawal,3407.22
22782,15734,2022-06-02,Trade,27973.11
22783,12955,2023-10-04,Deposit,12020.24
22784,2453,2022-09-16,Withdrawal,20349.95
22785,9391,2024-11-13,Deposit,11943.73
22786,15975,2024-04-30,Withdrawal,40593.45
22787,18458,2024-02-04,Deposit,22401.6
22788,3660,2021-05-16,Withdrawal,32366.1
22789,16701,2020-08-29,Trade,7672.08
22790,7135,2021-03-16,Deposit,44999.37
22791,751,2025-04-02,Withdrawal,49188.94
22792,9090,2022-01-02,Trade,45410.76
22793,8775,2024-12-07,Trade,27143.89
22794,7454,2021-05-29,Trade,17398.19
22795,17567,2021-04-02,Deposit,16052.68
22796,19437,2022-05-15,Withdrawal,12935.6
22797,18979,2025-04-08,Withdrawal,9329.08
22798,7558,2024-01-18,Withdrawal,30071.21
22799,13416,2020-10-03,Withdrawal,25410.04
22800,1345,2024-11-17,Deposit,41962.41
22801,2470,2024-08-06,Deposit,12816.5
22802,1887,2020-12-26,Trade,31952.93
22803,3717,2021-12-13,Trade,42465.04
22804,13498,2022-05-23,Withdrawal,17887.63
22805,13425,2025-05-03,Trade,35958.32
22806,1283,2023-11-20,Withdrawal,18408.37
22807,3499,2021-09-17,Deposit,21569.26
22808,16940,2022-11-06,Withdrawal,23034.95
22809,9419,2022-10-06,Withdrawal,18315.08
22810,10527,2022-11-25,Trade,38658.75
22811,8988,2020-11-01,Deposit,7733.91
22812,4214,2022-12-28,Withdrawal,2991.05
22813,6367,2021-01-08,Deposit,42207.85
22814,4605,2024-03-14,Deposit,42189.51
22815,5596,2024-04-20,Deposit,32629.51
22816,12471,2024-02-16,Withdrawal,18580.19
22817,7252,2025-04-02,Trade,17893.28
22818,8361,2022-08-28,Withdrawal,8719.54
22819,6833,2023-09-11,Deposit,6220.95
22820,19363,2022-03-19,Deposit,38661.83
22821,3133,2021-07-21,Withdrawal,19954.67
22822,19395,2022-03-23,Withdrawal,28721.49
22823,14532,2022-04-03,Trade,20404.76
22824,18825,2021-06-13,Withdrawal,40806.41
22825,19000,2025-04-08,Deposit,32428.12
22826,5017,2024-05-13,Withdrawal,6194.62
22827,11,2023-08-17,Withdrawal,18902.19
22828,4354,2020-09-02,Withdrawal,46803.05
22829,9364,2023-03-10,Trade,33138.69
22830,5053,2023-06-28,Trade,12278.5
22831,11125,2024-08-06,Trade,13847.97
22832,11635,2024-05-22,Deposit,37740.78
22833,2647,2021-12-17,Deposit,36121.81
22834,17661,2024-10-17,Withdrawal,18459.13
