RequestID,ClientID,RequestDate,RequestType,Status
8953,9945,2025-03-25,Portfolio Review,Open
8954,5947,2025-01-16,Account Opening,Open
8955,1390,2025-01-13,Portfolio Review,Closed
8956,7641,2025-04-29,Account Opening,Pending
8957,9542,2025-07-02,Issue Resolution,Pending
8958,5954,2024-12-28,Portfolio Review,Pending
8959,3379,2023-08-09,Account Opening,Closed
8960,7249,2024-05-24,Issue Resolution,Closed
8961,8347,2023-12-21,Account Opening,Pending
8962,8410,2024-04-04,Account Opening,Open
8963,1642,2024-05-15,Account Opening,Closed
8964,1767,2024-12-02,Account Opening,Closed
8965,2366,2024-08-24,Issue Resolution,Pending
8966,3374,2024-06-28,Issue Resolution,Closed
8967,5269,2024-04-12,Account Opening,Closed
8968,6936,2024-12-20,Issue Resolution,Closed
8969,8265,2025-03-05,Portfolio Review,Open
8970,9952,2024-03-22,Issue Resolution,Closed
8971,4558,2024-10-04,Issue Resolution,Closed
8972,4870,2023-09-26,Account Opening,Pending
8973,6056,2025-06-02,Account Opening,Closed
8974,5640,2025-02-22,Portfolio Review,Closed
8975,5300,2024-09-28,Issue Resolution,Open
8976,8844,2025-01-10,Portfolio Review,Closed
8977,1835,2024-02-21,Account Opening,Closed
8978,7898,2025-07-10,Account Opening,Closed
8979,548,2025-01-29,Account Opening,Closed
8980,7351,2023-08-13,Account Opening,Open
8981,1974,2024-05-06,Portfolio Review,Open
8982,4582,2024-08-05,Issue Resolution,Closed
8983,3328,2025-04-25,Portfolio Review,Pending
8984,4517,2023-12-06,Issue Resolution,Closed
8985,9022,2025-06-06,Account Opening,Closed
8986,5158,2023-12-01,Portfolio Review,Closed
8987,5521,2024-06-17,Account Opening,Open
8988,8116,2024-12-09,Account Opening,Closed
8989,3079,2024-08-17,Account Opening,Open
8990,422,2025-02-21,Issue Resolution,Pending
8991,8461,2023-11-17,Account Opening,Closed
8992,9507,2024-03-13,Portfolio Review,Pending
8993,1227,2023-11-26,Portfolio Review,Pending
8994,9359,2025-06-01,Issue Resolution,Pending
8995,2985,2023-12-21,Account Opening,Pending
8996,1802,2025-01-23,Issue Resolution,Pending
8997,1543,2024-03-17,Issue Resolution,Pending
8998,3420,2024-05-24,Issue Resolution,Open
8999,2225,2025-01-16,Account Opening,Closed
9000,1807,2025-05-24,Account Opening,Open
9001,1492,2024-04-20,Issue Resolution,Closed
9002,1710,2024-02-06,Portfolio Review,Pending
9003,5411,2023-10-09,Account Opening,Pending
9004,303,2025-05-20,Issue Resolution,Pending
9005,1798,2024-12-26,Portfolio Review,Open
9006,2263,2023-11-24,Issue Resolution,Closed
9007,9883,2024-11-28,Account Opening,Pending
9008,9053,2024-09-23,Issue Resolution,Pending
9009,5979,2024-12-16,Issue Resolution,Pending
9010,5274,2024-11-26,Issue Resolution,Open
9011,9128,2024-02-29,Account Opening,Pending
9012,4219,2025-02-12,Issue Resolution,Closed
9013,1730,2024-12-29,Account Opening,Closed
9014,1049,2025-03-28,Issue Resolution,Closed
9015,9485,2023-08-13,Account Opening,Pending
9016,3044,2023-09-24,Portfolio Review,Open
9017,8540,2023-12-06,Account Opening,Closed
9018,7936,2023-11-12,Issue Resolution,Open
9019,8830,2024-11-05,Issue Resolution,Pending
9020,7648,2024-02-04,Portfolio Review,Pending
9021,196,2023-08-07,Portfolio Review,Open
9022,5743,2024-01-01,Account Opening,Open
9023,8692,2024-09-27,Portfolio Review,Open
9024,9998,2025-04-04,Account Opening,Pending
9025,7838,2025-04-07,Account Opening,Open
9026,4704,2024-11-17,Account Opening,Open
9027,9338,2024-09-03,Account Opening,Closed
9028,8654,2023-10-13,Account Opening,Open
9029,9590,2024-10-23,Issue Resolution,Pending
9030,4675,2024-10-28,Account Opening,Open
9031,6969,2025-05-02,Portfolio Review,Open
9032,3357,2024-09-24,Issue Resolution,Pending
9033,5529,2025-05-09,Account Opening,Closed
9034,8589,2023-08-25,Issue Resolution,Open
9035,4829,2025-01-18,Account Opening,Open
9036,9135,2024-12-15,Issue Resolution,Open
9037,3028,2024-02-22,Portfolio Review,Open
9038,4044,2024-10-15,Issue Resolution,Closed
9039,7417,2023-12-15,Account Opening,Closed
9040,3151,2024-03-12,Account Opening,Closed
9041,4035,2023-10-06,Issue Resolution,Closed
9042,9422,2025-03-10,Issue Resolution,Open
9043,6112,2025-04-07,Issue Resolution,Pending
9044,375,2023-11-26,Portfolio Review,Open
9045,3026,2024-01-16,Issue Resolution,Closed
9046,5084,2023-12-12,Issue Resolution,Closed
9047,6328,2024-02-10,Account Opening,Closed
9048,9102,2024-07-20,Portfolio Review,Open
9049,1219,2025-02-22,Portfolio Review,Closed
9050,3338,2025-05-18,Portfolio Review,Open
9051,4877,2025-02-10,Account Opening,Closed
9052,1853,2024-02-10,Account Opening,Closed
9053,8730,2023-07-30,Issue Resolution,Closed
9054,5708,2024-08-16,Account Opening,Pending
9055,6273,2024-05-10,Account Opening,Closed
9056,2299,2024-09-16,Account Opening,Open
9057,7793,2023-10-16,Account Opening,Closed
9058,7538,2024-09-01,Account Opening,Closed
9059,5211,2024-05-09,Issue Resolution,Open
9060,3972,2024-12-04,Portfolio Review,Closed
9061,4534,2024-08-09,Issue Resolution,Open
9062,5278,2025-03-10,Portfolio Review,Closed
9063,9829,2025-02-15,Account Opening,Open
9064,3702,2024-07-14,Issue Resolution,Closed
9065,4819,2024-11-04,Account Opening,Pending
9066,3902,2024-08-26,Issue Resolution,Open
9067,6850,2023-12-06,Issue Resolution,Pending
9068,8075,2023-08-02,Account Opening,Pending
9069,8741,2024-10-01,Portfolio Review,Pending
9070,3556,2025-07-01,Portfolio Review,Open
9071,3533,2024-05-02,Portfolio Review,Pending
9072,2752,2025-06-21,Issue Resolution,Closed
9073,288,2024-08-31,Issue Resolution,Closed
9074,5233,2025-01-13,Portfolio Review,Closed
9075,2241,2024-06-21,Issue Resolution,Closed
9076,6832,2025-06-30,Issue Resolution,Open
9077,7581,2024-06-16,Issue Resolution,Pending
9078,8503,2025-03-24,Portfolio Review,Closed
9079,6331,2024-12-26,Issue Resolution,Pending
9080,6627,2024-01-20,Account Opening,Open
9081,1390,2025-05-14,Account Opening,Closed
9082,6568,2024-08-24,Issue Resolution,Open
9083,8842,2025-01-14,Account Opening,Closed
9084,1119,2024-04-01,Portfolio Review,Open
9085,310,2023-08-02,Account Opening,Pending
9086,2133,2025-06-28,Portfolio Review,Pending
9087,853,2024-10-12,Account Opening,Closed
9088,8531,2025-03-19,Portfolio Review,Pending
9089,5347,2024-02-22,Account Opening,Pending
9090,1458,2025-06-12,Account Opening,Pending
9091,345,2025-06-23,Account Opening,Open
9092,4969,2024-12-05,Issue Resolution,Closed
9093,6537,2025-01-25,Portfolio Review,Closed
9094,6571,2024-08-30,Portfolio Review,Closed
9095,4125,2024-12-24,Issue Resolution,Closed
9096,9032,2024-11-09,Portfolio Review,Open
9097,1659,2023-12-21,Issue Resolution,Closed
9098,68,2024-09-02,Account Opening,Open
9099,9630,2025-01-22,Issue Resolution,Pending
9100,6653,2025-01-27,Issue Resolution,Open
9101,956,2024-05-03,Issue Resolution,Pending
9102,6130,2024-02-13,Issue Resolution,Closed
9103,9134,2024-07-08,Account Opening,Closed
9104,9406,2024-09-23,Issue Resolution,Open
9105,7049,2025-04-15,Portfolio Review,Pending
9106,4786,2024-04-06,Account Opening,Pending
9107,1974,2025-05-17,Issue Resolution,Open
9108,4817,2023-11-13,Issue Resolution,Open
9109,9898,2025-04-24,Account Opening,Pending
9110,4794,2024-01-09,Issue Resolution,Pending
9111,3279,2025-03-13,Issue Resolution,Closed
9112,958,2024-09-11,Issue Resolution,Closed
9113,7317,2025-07-23,Account Opening,Pending
9114,1663,2023-08-20,Issue Resolution,Pending
9115,5107,2024-10-18,Issue Resolution,Pending
9116,3763,2025-07-11,Issue Resolution,Closed
9117,3319,2024-09-25,Portfolio Review,Open
9118,7784,2024-03-23,Portfolio Review,Open
9119,9305,2023-11-08,Account Opening,Closed
9120,7017,2023-11-29,Account Opening,Pending
9121,3140,2024-05-19,Portfolio Review,Closed
9122,2005,2024-08-14,Portfolio Review,Pending
9123,8639,2024-07-19,Issue Resolution,Pending
9124,1245,2024-11-21,Portfolio Review,Open
9125,5146,2025-04-11,Account Opening,Open
9126,7330,2024-05-12,Account Opening,Closed
9127,9209,2023-09-22,Issue Resolution,Pending
9128,1653,2024-12-08,Issue Resolution,Pending
9129,9223,2024-10-02,Portfolio Review,Pending
9130,1058,2025-04-14,Portfolio Review,Open
9131,783,2025-03-22,Account Opening,Pending
9132,7320,2023-12-01,Account Opening,Closed
9133,7751,2024-11-23,Account Opening,Open
9134,1924,2025-03-16,Portfolio Review,Closed
9135,2598,2025-04-29,Account Opening,Pending
9136,2869,2025-02-26,Issue Resolution,Closed
9137,3713,2024-12-07,Issue Resolution,Open
9138,7563,2023-10-12,Portfolio Review,Closed
9139,2106,2023-12-14,Portfolio Review,Open
9140,5426,2024-08-05,Account Opening,Pending
9141,522,2024-03-22,Account Opening,Closed
9142,7233,2023-08-27,Issue Resolution,Closed
9143,5061,2025-07-20,Issue Resolution,Closed
9144,1490,2023-09-17,Account Opening,Open
9145,1090,2024-07-26,Issue Resolution,Pending
9146,8262,2025-03-19,Issue Resolution,Pending
9147,6120,2024-04-26,Portfolio Review,Closed
9148,4078,2024-01-17,Portfolio Review,Pending
9149,4957,2024-04-04,Account Opening,Closed
9150,7407,2025-06-21,Issue Resolution,Closed
9151,515,2025-01-18,Portfolio Review,Closed
9152,4326,2025-04-23,Portfolio Review,Pending
9153,5414,2025-04-24,Portfolio Review,Open
9154,6322,2024-11-15,Account Opening,Closed
9155,6425,2025-02-18,Issue Resolution,Pending
9156,7781,2025-05-01,Portfolio Review,Open
9157,6727,2025-07-09,Portfolio Review,Closed
9158,8423,2023-10-04,Portfolio Review,Closed
9159,6712,2025-03-25,Account Opening,Pending
9160,431,2025-04-24,Account Opening,Open
9161,8956,2024-02-02,Issue Resolution,Pending
9162,871,2024-07-18,Account Opening,Closed
9163,5699,2024-03-30,Account Opening,Closed
9164,6970,2024-01-09,Portfolio Review,Closed
9165,8850,2025-02-21,Issue Resolution,Closed
9166,8953,2023-09-04,Issue Resolution,Pending
9167,9809,2023-12-25,Account Opening,Pending
9168,8986,2023-09-19,Issue Resolution,Open
9169,270,2023-10-08,Account Opening,Open
9170,1463,2025-03-09,Portfolio Review,Closed
9171,481,2025-06-08,Issue Resolution,Closed
9172,2032,2024-09-15,Issue Resolution,Closed
9173,3957,2024-04-20,Portfolio Review,Pending
9174,3548,2024-05-27,Issue Resolution,Pending
9175,1540,2023-09-27,Account Opening,Pending
9176,6491,2024-07-28,Account Opening,Open
9177,6375,2024-12-31,Issue Resolution,Closed
9178,3079,2024-01-27,Issue Resolution,Open
9179,3986,2025-03-03,Account Opening,Pending
9180,1830,2024-03-10,Account Opening,Open
9181,3344,2024-09-03,Portfolio Review,Closed
9182,1396,2025-02-17,Account Opening,Pending
9183,3264,2024-10-14,Account Opening,Pending
9184,2426,2025-01-13,Account Opening,Closed
9185,9385,2023-11-24,Account Opening,Closed
9186,513,2023-08-01,Issue Resolution,Closed
9187,4202,2024-10-15,Portfolio Review,Closed
9188,2027,2024-10-19,Issue Resolution,Pending
9189,3425,2025-06-12,Account Opening,Pending
9190,1164,2024-07-27,Account Opening,Open
9191,5980,2025-05-27,Account Opening,Closed
9192,484,2023-12-29,Portfolio Review,Closed
9193,3686,2024-08-10,Account Opening,Open
9194,3672,2024-03-18,Account Opening,Closed
9195,9155,2023-08-24,Portfolio Review,Closed
9196,1906,2023-11-09,Account Opening,Pending
9197,8496,2025-03-17,Issue Resolution,Closed
9198,2305,2024-07-16,Account Opening,Pending
9199,2827,2024-12-29,Issue Resolution,Pending
9200,8214,2024-05-05,Portfolio Review,Closed
9201,8703,2024-09-23,Portfolio Review,Open
9202,4167,2024-11-02,Issue Resolution,Closed
9203,7983,2025-01-23,Account Opening,Pending
9204,4840,2025-01-27,Issue Resolution,Pending
9205,317,2025-03-20,Portfolio Review,Pending
9206,8087,2024-01-31,Portfolio Review,Closed
9207,5830,2025-03-16,Issue Resolution,Pending
9208,5785,2023-10-17,Account Opening,Open
9209,3319,2025-02-11,Portfolio Review,Open
9210,3823,2023-09-07,Account Opening,Closed
9211,2875,2024-06-12,Account Opening,Pending
9212,6856,2024-06-16,Issue Resolution,Closed
9213,1503,2023-09-30,Issue Resolution,Open
9214,4869,2025-02-01,Portfolio Review,Closed
9215,6437,2025-04-13,Account Opening,Open
9216,8381,2025-01-17,Issue Resolution,Closed
9217,292,2024-08-22,Account Opening,Pending
9218,2139,2024-08-09,Account Opening,Closed
9219,3711,2024-07-10,Portfolio Review,Closed
9220,8199,2024-03-02,Account Opening,Open
9221,9785,2023-09-13,Account Opening,Closed
9222,4190,2025-07-27,Portfolio Review,Closed
9223,1920,2024-05-02,Issue Resolution,Open
9224,2488,2023-10-22,Account Opening,Open
9225,2333,2024-01-13,Account Opening,Closed
9226,2787,2023-10-04,Account Opening,Open
9227,4371,2023-09-09,Account Opening,Open
9228,2480,2024-08-23,Account Opening,Pending
9229,3690,2025-07-17,Issue Resolution,Pending
9230,5485,2023-12-20,Account Opening,Closed
9231,5122,2025-07-01,Issue Resolution,Open
9232,3162,2024-10-21,Issue Resolution,Open
9233,2284,2025-03-23,Issue Resolution,Pending
9234,5446,2023-10-12,Portfolio Review,Closed
9235,3217,2025-02-21,Portfolio Review,Open
9236,9322,2023-08-12,Portfolio Review,Pending
9237,1582,2023-10-11,Portfolio Review,Closed
9238,3773,2024-05-06,Issue Resolution,Pending
9239,7631,2024-12-31,Account Opening,Open
9240,527,2024-08-22,Portfolio Review,Closed
9241,4969,2025-03-28,Portfolio Review,Open
9242,9960,2023-10-26,Account Opening,Pending
9243,6546,2025-04-06,Account Opening,Open
9244,2141,2023-09-06,Portfolio Review,Closed
9245,8154,2025-04-26,Account Opening,Open
9246,7090,2024-08-25,Account Opening,Pending
9247,4932,2024-11-19,Issue Resolution,Closed
9248,1146,2023-12-13,Account Opening,Closed
9249,3900,2023-10-13,Issue Resolution,Pending
9250,6482,2025-06-10,Issue Resolution,Open
9251,5151,2024-11-10,Portfolio Review,Open
9252,3440,2024-08-23,Issue Resolution,Open
9253,1239,2025-04-01,Account Opening,Open
9254,3284,2024-02-14,Portfolio Review,Open
9255,3621,2025-06-12,Issue Resolution,Closed
9256,3861,2024-04-12,Account Opening,Open
9257,6563,2025-01-22,Issue Resolution,Pending
9258,4652,2024-05-13,Account Opening,Pending
9259,2049,2023-08-20,Issue Resolution,Open
9260,1945,2025-04-05,Issue Resolution,Pending
9261,7596,2024-08-22,Account Opening,Closed
9262,3259,2025-04-15,Portfolio Review,Pending
9263,8958,2023-08-09,Account Opening,Closed
9264,7605,2023-10-09,Portfolio Review,Pending
9265,7040,2024-06-27,Portfolio Review,Pending
9266,7536,2023-11-13,Issue Resolution,Closed
9267,5576,2023-12-30,Account Opening,Pending
9268,8590,2024-09-01,Issue Resolution,Closed
9269,2196,2023-10-16,Issue Resolution,Open
9270,7952,2025-07-24,Issue Resolution,Closed
9271,5950,2024-11-12,Account Opening,Open
9272,7888,2023-11-17,Account Opening,Open
9273,3539,2024-09-28,Account Opening,Closed
9274,4022,2025-03-25,Issue Resolution,Closed
9275,1290,2025-03-05,Portfolio Review,Open
9276,4665,2024-08-06,Issue Resolution,Pending
9277,2816,2024-04-05,Issue Resolution,Pending
9278,7597,2024-07-13,Portfolio Review,Closed
9279,4343,2025-03-27,Account Opening,Open
9280,7595,2023-10-06,Portfolio Review,Closed
9281,9424,2023-12-07,Account Opening,Closed
9282,5429,2024-03-10,Issue Resolution,Pending
9283,6736,2024-12-31,Account Opening,Open
9284,5548,2025-04-21,Issue Resolution,Open
9285,5690,2024-11-30,Account Opening,Closed
9286,2769,2024-02-21,Portfolio Review,Open
9287,4016,2025-06-13,Issue Resolution,Open
9288,6380,2024-07-14,Portfolio Review,Open
9289,8724,2024-12-06,Account Opening,Open
9290,3576,2024-01-10,Portfolio Review,Open
9291,1805,2024-07-09,Account Opening,Closed
9292,298,2025-03-21,Portfolio Review,Pending
9293,4443,2024-09-23,Account Opening,Open
9294,7191,2024-08-20,Account Opening,Open
9295,5060,2024-06-23,Account Opening,Closed
9296,6867,2023-09-04,Account Opening,Pending
9297,8707,2024-05-14,Account Opening,Pending
9298,6079,2023-09-06,Portfolio Review,Open
9299,7949,2025-05-02,Portfolio Review,Open
9300,4524,2024-08-25,Issue Resolution,Pending
9301,3048,2024-09-01,Account Opening,Open
9302,457,2025-01-19,Portfolio Review,Closed
9303,2090,2024-05-26,Issue Resolution,Open
9304,5826,2023-08-28,Portfolio Review,Closed
9305,5072,2025-01-10,Account Opening,Open
9306,3777,2024-12-27,Portfolio Review,Pending
9307,9190,2023-12-16,Issue Resolution,Open
9308,4893,2024-01-08,Issue Resolution,Open
9309,3098,2023-08-27,Issue Resolution,Closed
9310,3491,2025-06-20,Account Opening,Open
9311,1269,2024-01-25,Issue Resolution,Pending
9312,2888,2024-11-02,Issue Resolution,Pending
9313,7759,2023-08-30,Account Opening,Open
9314,7467,2023-09-05,Account Opening,Pending
9315,2635,2024-12-13,Account Opening,Pending
9316,1959,2023-12-08,Account Opening,Closed
9317,7072,2025-06-21,Portfolio Review,Closed
9318,8381,2024-04-27,Portfolio Review,Pending
9319,5048,2025-06-19,Portfolio Review,Open
9320,8932,2024-11-28,Issue Resolution,Open
9321,6697,2024-01-03,Portfolio Review,Closed
9322,3247,2025-02-06,Issue Resolution,Closed
9323,2361,2024-12-01,Account Opening,Pending
9324,2622,2024-06-28,Account Opening,Pending
9325,3561,2025-03-21,Issue Resolution,Open
9326,7587,2024-10-16,Account Opening,Pending
9327,3714,2023-10-13,Issue Resolution,Open
9328,5267,2023-09-07,Portfolio Review,Open
9329,5502,2024-10-28,Issue Resolution,Pending
9330,2567,2025-06-27,Account Opening,Open
9331,1178,2024-05-04,Issue Resolution,Pending
9332,5030,2024-01-31,Account Opening,Pending
9333,1444,2023-09-10,Account Opening,Pending
9334,2292,2024-11-29,Issue Resolution,Open
9335,7597,2025-07-22,Issue Resolution,Pending
9336,9927,2025-02-20,Portfolio Review,Pending
9337,9244,2025-04-02,Issue Resolution,Pending
9338,5283,2025-01-09,Portfolio Review,Open
9339,3753,2025-05-15,Account Opening,Pending
9340,8287,2024-11-01,Issue Resolution,Closed
9341,6373,2024-05-08,Account Opening,Open
9342,1546,2024-01-30,Portfolio Review,Pending
9343,7522,2024-12-22,Issue Resolution,Pending
9344,191,2025-06-11,Account Opening,Open
9345,8691,2025-04-24,Account Opening,Pending
9346,4021,2024-07-01,Portfolio Review,Pending
9347,3765,2023-11-08,Portfolio Review,Pending
9348,2873,2025-07-20,Issue Resolution,Closed
9349,7249,2024-09-26,Account Opening,Pending
9350,5660,2024-12-30,Issue Resolution,Pending
9351,5196,2023-11-23,Portfolio Review,Open
9352,9738,2024-01-01,Portfolio Review,Pending
9353,9875,2025-05-29,Account Opening,Pending
9354,8648,2025-01-25,Account Opening,Pending
9355,3075,2024-08-07,Issue Resolution,Open
9356,836,2024-10-17,Account Opening,Closed
9357,6569,2025-02-08,Account Opening,Open
9358,9643,2025-02-17,Account Opening,Open
9359,6004,2025-05-02,Issue Resolution,Closed
9360,4748,2025-07-18,Portfolio Review,Pending
9361,3616,2025-01-24,Issue Resolution,Closed
9362,2892,2023-12-28,Portfolio Review,Closed
9363,5331,2024-10-04,Issue Resolution,Closed
9364,5463,2024-09-26,Account Opening,Pending
9365,917,2024-02-12,Issue Resolution,Pending
9366,1567,2025-04-15,Portfolio Review,Closed
9367,4507,2025-03-05,Account Opening,Pending
9368,669,2024-12-14,Portfolio Review,Closed
9369,2884,2024-08-10,Account Opening,Closed
9370,6199,2023-10-07,Portfolio Review,Closed
9371,1426,2024-05-29,Account Opening,Closed
9372,7046,2025-07-18,Account Opening,Open
9373,7046,2024-09-30,Account Opening,Open
9374,7930,2024-11-03,Portfolio Review,Open
9375,9527,2024-06-03,Account Opening,Open
9376,6531,2025-04-26,Issue Resolution,Pending
9377,2863,2024-06-04,Portfolio Review,Pending
9378,1897,2025-05-14,Issue Resolution,Open
9379,303,2025-03-20,Account Opening,Pending
9380,986,2024-12-25,Portfolio Review,Open
9381,7547,2025-01-29,Issue Resolution,Closed
9382,97,2025-05-23,Issue Resolution,Pending
9383,1360,2025-03-28,Portfolio Review,Open
9384,2068,2023-09-17,Portfolio Review,Closed
9385,4636,2024-02-17,Portfolio Review,Closed
9386,2408,2025-05-14,Account Opening,Pending
9387,42,2025-03-22,Issue Resolution,Closed
9388,8464,2024-11-15,Portfolio Review,Open
9389,6620,2023-10-01,Issue Resolution,Open
9390,8066,2025-07-25,Portfolio Review,Closed
9391,7534,2025-01-18,Account Opening,Pending
9392,2550,2025-04-06,Issue Resolution,Open
9393,9738,2024-09-03,Issue Resolution,Open
9394,1749,2025-01-30,Issue Resolution,Open
9395,1173,2024-08-12,Issue Resolution,Closed
9396,6997,2023-08-03,Portfolio Review,Pending
9397,4886,2025-01-26,Issue Resolution,Open
9398,9698,2023-07-31,Portfolio Review,Open
9399,1216,2023-12-07,Account Opening,Open
9400,4747,2024-03-06,Portfolio Review,Pending
9401,8745,2023-08-09,Portfolio Review,Open
9402,9706,2025-04-29,Issue Resolution,Closed
9403,5029,2024-01-03,Portfolio Review,Closed
9404,6105,2024-11-05,Issue Resolution,Open
9405,7741,2025-06-23,Portfolio Review,Closed
9406,8194,2023-10-24,Portfolio Review,Closed
9407,852,2025-03-03,Portfolio Review,Open
9408,856,2025-05-26,Account Opening,Closed
9409,4540,2024-05-14,Account Opening,Pending
9410,6249,2023-12-18,Issue Resolution,Closed
9411,5128,2024-12-19,Issue Resolution,Pending
9412,1103,2024-11-17,Issue Resolution,Open
9413,6961,2023-09-05,Portfolio Review,Open
9414,5032,2024-11-16,Issue Resolution,Pending
9415,8136,2025-01-25,Account Opening,Open
9416,4029,2025-06-21,Issue Resolution,Closed
9417,6057,2024-02-01,Account Opening,Open
9418,5465,2024-01-28,Account Opening,Pending
9419,8266,2024-08-12,Portfolio Review,Open
9420,3528,2024-11-26,Account Opening,Pending
9421,9657,2024-08-12,Portfolio Review,Pending
9422,3374,2023-11-09,Portfolio Review,Closed
9423,9712,2024-10-05,Account Opening,Closed
9424,3369,2024-05-30,Account Opening,Open
9425,3353,2024-02-18,Portfolio Review,Closed
9426,9437,2025-06-29,Issue Resolution,Open
9427,5553,2024-01-21,Issue Resolution,Pending
9428,1589,2024-06-19,Account Opening,Open
9429,9706,2024-01-23,Portfolio Review,Pending
9430,3377,2025-03-14,Account Opening,Closed
9431,1353,2024-01-13,Account Opening,Open
9432,5530,2025-01-12,Issue Resolution,Closed
9433,9299,2024-09-07,Issue Resolution,Closed
9434,9842,2025-04-25,Account Opening,Open
9435,9344,2024-07-05,Portfolio Review,Closed
9436,5088,2024-07-15,Account Opening,Open
9437,3204,2024-11-02,Account Opening,Open
9438,6547,2023-12-17,Issue Resolution,Pending
9439,7498,2025-05-02,Portfolio Review,Open
9440,6739,2023-11-23,Account Opening,Closed
9441,7053,2024-01-23,Issue Resolution,Open
9442,2159,2024-02-17,Account Opening,Pending
9443,2719,2025-02-15,Portfolio Review,Pending
9444,790,2023-11-05,Issue Resolution,Open
9445,6665,2025-03-19,Account Opening,Open
9446,6808,2024-05-28,Issue Resolution,Closed
9447,3972,2023-08-06,Issue Resolution,Open
9448,483,2024-02-29,Portfolio Review,Closed
9449,2589,2024-07-15,Issue Resolution,Open
9450,3992,2024-12-09,Issue Resolution,Open
9451,44,2024-02-21,Portfolio Review,Closed
9452,2803,2025-06-05,Account Opening,Closed
9453,2753,2025-01-09,Account Opening,Open
9454,6804,2025-03-24,Account Opening,Closed
9455,4572,2025-04-18,Portfolio Review,Closed
9456,1982,2024-11-17,Portfolio Review,Pending
9457,5082,2024-07-29,Account Opening,Pending
9458,2360,2025-02-18,Issue Resolution,Closed
9459,2496,2023-12-27,Portfolio Review,Open
9460,3563,2024-03-13,Issue Resolution,Open
9461,9738,2023-08-18,Portfolio Review,Closed
9462,3981,2025-05-12,Portfolio Review,Pending
9463,2816,2024-12-08,Account Opening,Pending
9464,3457,2024-09-25,Issue Resolution,Closed
9465,2218,2024-07-22,Account Opening,Closed
9466,3075,2024-11-11,Portfolio Review,Closed
9467,6719,2024-03-13,Portfolio Review,Open
9468,1263,2024-10-11,Issue Resolution,Pending
9469,7214,2024-06-16,Portfolio Review,Open
9470,5360,2023-09-28,Issue Resolution,Closed
9471,5889,2024-09-06,Portfolio Review,Closed
9472,9461,2025-06-01,Portfolio Review,Open
9473,5835,2024-01-09,Account Opening,Pending
9474,1890,2025-01-11,Account Opening,Closed
9475,9895,2025-05-18,Issue Resolution,Closed
9476,8601,2025-02-13,Account Opening,Open
9477,1280,2023-12-25,Issue Resolution,Closed
9478,2857,2024-10-30,Portfolio Review,Open
9479,1592,2024-10-03,Account Opening,Pending
9480,8940,2025-03-21,Account Opening,Pending
9481,1116,2024-10-20,Portfolio Review,Pending
9482,1787,2024-08-01,Portfolio Review,Closed
9483,7934,2025-02-25,Issue Resolution,Open
9484,5847,2024-09-24,Portfolio Review,Pending
9485,7069,2024-04-22,Issue Resolution,Open
9486,3993,2025-02-14,Issue Resolution,Open
9487,9512,2025-07-23,Portfolio Review,Open
9488,2237,2025-01-13,Account Opening,Open
9489,9033,2023-12-30,Portfolio Review,Closed
9490,9125,2024-10-04,Account Opening,Open
9491,5718,2025-04-14,Portfolio Review,Closed
9492,1538,2024-02-24,Portfolio Review,Open
9493,2792,2025-03-15,Portfolio Review,Closed
9494,3596,2023-09-08,Portfolio Review,Pending
9495,6580,2025-03-18,Account Opening,Closed
9496,7654,2024-10-13,Issue Resolution,Pending
9497,4528,2024-04-07,Portfolio Review,Closed
9498,9241,2024-07-02,Issue Resolution,Pending
9499,7514,2024-01-10,Issue Resolution,Pending
9500,7116,2025-05-03,Issue Resolution,Pending
9501,3598,2024-08-08,Issue Resolution,Open
9502,7962,2025-06-03,Issue Resolution,Open
9503,5713,2024-03-03,Issue Resolution,Open
9504,8159,2024-06-03,Issue Resolution,Open
9505,2618,2024-10-12,Portfolio Review,Open
9506,6536,2024-06-11,Issue Resolution,Pending
9507,7547,2024-05-11,Portfolio Review,Pending
9508,7862,2023-12-13,Account Opening,Open
9509,7669,2023-10-07,Issue Resolution,Open
9510,7419,2024-04-24,Account Opening,Pending
9511,3491,2024-05-12,Issue Resolution,Open
9512,4872,2025-07-03,Portfolio Review,Closed
9513,4597,2024-11-26,Account Opening,Pending
9514,1801,2023-10-04,Account Opening,Open
9515,5959,2024-01-01,Issue Resolution,Open
9516,4554,2025-06-24,Portfolio Review,Closed
9517,2288,2023-12-26,Account Opening,Pending
9518,9085,2024-08-07,Issue Resolution,Closed
9519,1009,2025-02-04,Account Opening,Closed
9520,3498,2024-11-23,Portfolio Review,Closed
9521,424,2025-03-24,Portfolio Review,Pending
9522,3175,2024-08-09,Portfolio Review,Closed
9523,4938,2024-05-28,Portfolio Review,Open
9524,4440,2024-08-04,Portfolio Review,Pending
9525,1427,2025-06-18,Issue Resolution,Pending
9526,6917,2025-04-13,Portfolio Review,Open
9527,4658,2023-12-30,Portfolio Review,Closed
9528,5603,2024-04-24,Account Opening,Closed
9529,7507,2024-12-18,Account Opening,Pending
9530,7975,2023-08-08,Issue Resolution,Pending
9531,9965,2024-04-18,Portfolio Review,Pending
9532,807,2024-10-24,Portfolio Review,Pending
9533,2129,2024-06-07,Account Opening,Pending
9534,6614,2024-11-19,Issue Resolution,Closed
9535,3020,2024-02-11,Account Opening,Closed
9536,9387,2024-09-05,Account Opening,Closed
9537,7157,2024-06-02,Portfolio Review,Closed
